,location,total_sqft,bath,price,bhk
3923,Hosa Road,1533.0,3.0,98.18,3
3924,Hosa Road,1040.0,2.0,68.59,2
3925,Hosa Road,1040.0,2.0,61.0,2
3927,Hosa Road,1245.0,2.0,62.0,2
3928,Hosa Road,1311.0,2.0,84.86,3
3929,Hosa Road,800.0,1.0,39.99,1
3931,Hosa Road,1364.0,2.0,64.79,2
3932,Hosa Road,1016.0,2.0,45.0,2
3934,Hosa Road,1360.0,2.0,77.61,2
3935,Hosa Road,1170.0,2.0,65.0,2
3936,Hosa Road,1161.0,2.0,55.15,2
3937,Hosa Road,1470.0,2.0,84.22,3
3939,Hosa Road,1161.0,2.0,48.75,2
3941,Hosa Road,1016.0,2.0,39.95,2
3942,Hosahalli Extension,2000.0,5.0,240.0,5
3943,Hosakerehalli,2378.0,3.0,262.0,3
3944,Hosakerehalli,2376.0,3.0,203.0,3
3945,Hosakerehalli,3205.0,5.0,380.0,4
3947,Hosakerehalli,3024.0,5.0,350.0,4
3948,Hosakerehalli,2400.0,5.0,250.0,5
3949,Hosakerehalli,1817.0,4.0,153.0,3
3950,Hosakerehalli,1304.0,2.0,100.0,2
3951,Hosakerehalli,2480.0,3.0,245.0,3
3952,Hosakerehalli,925.0,2.0,46.5,2
3953,Hosakerehalli,2480.0,4.0,260.0,3
3954,Hosakerehalli,1596.0,3.0,79.8,3
3955,Hosakerehalli,1200.0,2.0,100.0,3
3956,Hosakerehalli,3205.0,4.0,300.0,4
3957,Hosakerehalli,3033.0,4.0,326.0,4
3958,Hosakerehalli,600.0,2.0,65.0,2
3959,Hosakerehalli,2480.0,4.0,265.0,3
3960,Hosakerehalli,925.0,2.0,46.25,2
3961,Hosakerehalli,2376.0,3.0,240.0,3
3962,Hosakerehalli,1500.0,6.0,145.0,5
3963,Hosakerehalli Layout,1080.0,2.0,64.0,2
3964,Hosapalya,2500.0,8.0,95.0,8
3965,Hosapalya,800.0,1.0,29.0,2
3966,Hoskote,1250.0,3.0,50.0,3
3967,Hoskote,1225.0,3.0,40.0,3
3968,Hoskote,1740.0,3.0,60.0,3
3969,Hoskote,1170.0,2.0,45.0,2
3971,Hoskote,1200.0,3.0,57.0,3
3972,Hoskote,1069.0,2.0,38.0,3
3973,Hoskote,1095.0,2.0,33.6,2
3975,Hoskote,1065.0,2.0,31.5,2
3976,Hoskote,1395.0,2.0,63.0,3
3977,Hoskote,1065.0,2.0,28.5,2
3978,Hoskote,945.0,2.0,35.0,2
3979,Hoskote,1003.5,2.0,28.095,2
3980,Hoskote,1065.0,2.0,33.75,2
3981,Hoskote,509.0,1.0,23.0,1
3982,Hosur Road,1656.0,2.0,120.0,2
3983,Hosur Road,1194.0,2.0,69.0,2
3986,Hosur Road,3300.0,5.0,240.0,5
3987,Hosur Road,1510.0,2.0,105.0,3
3988,Hosur Road,1427.0,2.0,80.63,3
3989,Hosur Road,1508.0,2.0,110.0,3
3990,Hosur Road,460.0,1.0,21.0,1
3992,Hosur Road,1179.0,2.0,49.0,2
3993,Hosur Road,950.0,2.0,60.0,2
3994,Hosur Road,1194.0,2.0,71.64,2
3995,Hosur Road,1766.0,3.0,130.0,3
3996,Hosur Road,1689.0,3.0,103.0,3
3997,Hosur Road,3600.0,5.0,180.0,5
3998,Hosur Road,1170.0,2.0,48.0,2
3999,Hosur Road,1250.0,2.0,55.0,2
4000,Hosur Road,1689.0,3.0,103.0,3
4002,Hosur Road,2000.0,4.0,130.0,4
4003,Hosur Road,1250.0,2.0,65.0,2
4004,Hosur Road,1689.0,3.0,103.0,3
4007,Hosur Road,1223.0,2.0,93.0,2
4009,Hosur Road,1919.0,3.0,117.0,3
4010,Hoysalanagar,1325.0,3.0,57.0,3
4011,Hoysalanagar,885.0,2.0,40.0,2
4012,Hoysalanagar,1100.0,2.0,50.0,2
4013,Hoysalanagar,1320.0,2.0,60.0,3
4014,Hoysalanagar,1325.0,2.0,56.0,3
4015,Hulimavu,1125.0,2.0,50.0,2
4016,Hulimavu,1242.0,2.0,51.0,2
4018,Hulimavu,1823.0,3.0,100.0,3
4019,Hulimavu,1300.0,2.0,36.0,2
4020,Hulimavu,1080.0,2.0,43.2,2
4021,Hulimavu,1100.0,2.0,71.5,2
4023,Hulimavu,688.0,1.0,50.0,1
4024,Hulimavu,1255.0,2.0,73.0,2
4025,Hulimavu,1200.0,4.0,75.0,4
4026,Hulimavu,1058.0,2.0,48.0,2
4027,Hulimavu,1375.0,2.0,80.0,2
4028,Hulimavu,1248.0,2.0,69.0,2
4029,Hulimavu,1818.0,3.0,135.0,3
4030,Hulimavu,1225.0,2.0,55.0,2
4031,Hulimavu,1255.0,2.0,74.0,2
4032,Hulimavu,1175.0,2.0,45.0,2
4033,Hulimavu,1255.0,2.0,69.0,2
4034,Hulimavu,1255.0,2.0,66.0,2
4035,Hulimavu,3035.0,5.0,271.0,3
4036,Hulimavu,3035.0,5.0,220.0,3
4037,Hulimavu,1127.0,2.0,65.0,2
4038,Hulimavu,1200.0,2.0,50.0,2
4040,Hulimavu,1200.0,2.0,75.0,2
4041,Hulimavu,1430.0,2.0,90.0,3
4042,Hulimavu,850.0,1.0,39.5,2
4043,Hulimavu,1000.0,2.0,45.0,2
4046,Hulimavu,3560.0,5.0,318.0,4
4047,Hulimavu,1011.0,2.0,38.0,2
4048,Hulimavu,1276.0,2.0,76.0,2
4049,Hulimavu,1500.0,2.0,90.0,2
4050,Hulimavu,1315.0,2.0,60.48,2
4051,Hulimavu,1021.0,2.0,76.0,2
4052,Hulimavu,581.0,1.0,29.0,1
4053,Hulimavu,935.0,2.0,45.0,2
4054,Hulimavu,1050.0,2.0,125.0,2
4056,Hulimavu,1200.0,4.0,75.0,4
4057,Hulimavu,1260.0,2.0,82.0,3
4058,Hulimavu,450.0,1.0,20.0,1
4059,Hulimavu,1231.0,2.0,84.5,2
4060,Hulimavu,1916.0,2.0,150.0,3
4061,Hulimavu,1115.0,2.0,44.6,2
4062,Hunasamaranahalli,4000.0,4.0,675.0,4
4063,Huskur,1220.0,2.0,35.23,3
4064,Huskur,1310.0,2.0,37.83,3
4065,Huskur,1140.0,2.0,32.92,2
4066,Huskur,1400.0,2.0,40.43,3
4067,ISRO Layout,4400.0,6.0,250.0,6
4068,ISRO Layout,1000.0,2.0,60.0,2
4069,ISRO Layout,1180.0,2.0,52.0,2
4070,ISRO Layout,1000.0,2.0,60.0,2
4071,ISRO Layout,1310.0,2.0,68.0,3
4072,ISRO Layout,4200.0,4.0,255.0,4
4073,ISRO Layout,1050.0,2.0,51.0,2
4074,ISRO Layout,1370.0,2.0,87.0,3
4075,ITI Layout,1602.0,2.0,75.0,3
4076,ITI Layout,1533.0,3.0,115.0,3
4077,ITI Layout,1333.0,2.0,77.27,2
4078,ITI Layout,1602.0,2.0,75.0,3
4079,ITI Layout,1450.0,2.0,90.0,2
4080,ITPL,1200.0,3.0,56.12,3
4081,ITPL,1548.0,3.0,89.5,3
4082,ITPL,1200.0,3.0,68.4,3
4083,ITPL,1200.0,3.0,56.12,3
4084,ITPL,1200.0,3.0,56.12,3
4085,ITPL,1500.0,3.0,61.52,3
4086,ITPL,5667.5,5.0,300.0,4
4087,Iblur Village,3235.0,3.0,235.0,3
4088,Iblur Village,3596.0,5.0,290.0,4
4089,Iblur Village,1920.0,3.0,130.0,3
4090,Iblur Village,1995.0,3.0,135.0,3
4091,Iblur Village,3596.0,5.0,282.0,4
4092,Iblur Village,1918.0,3.0,129.0,3
4094,Iblur Village,2100.0,4.0,145.0,3
4095,Iblur Village,1920.0,3.0,150.0,3
4096,Iblur Village,1920.0,3.0,130.0,3
4097,Iblur Village,1920.0,3.0,150.0,3
4098,Iblur Village,2000.0,4.0,138.0,3
4099,Iblur Village,3596.0,5.0,260.0,4
4100,Iblur Village,3596.0,5.0,279.0,4
4101,Iblur Village,2666.0,4.0,200.0,3
4102,Iblur Village,5384.0,5.0,420.0,5
4103,Iblur Village,3596.0,5.0,297.0,4
4104,Iblur Village,5515.0,6.0,425.0,5
4105,Iblur Village,1920.0,3.0,130.0,3
4106,Iblur Village,3596.0,4.0,268.0,4
4108,Immadihalli,1180.0,2.0,48.0,2
4109,Immadihalli,1135.0,2.0,68.0,2
4110,Immadihalli,672.0,1.0,27.0,1
4112,Indira Nagar,1200.0,2.0,93.0,2
4113,Indira Nagar,1128.0,2.0,105.0,2
4114,Indira Nagar,2800.0,3.0,330.0,3
4115,Indira Nagar,1650.0,3.0,200.0,3
4117,Indira Nagar,1210.0,2.0,102.0,2
4118,Indira Nagar,1224.0,2.0,105.0,2
4119,Indira Nagar,2070.0,3.0,225.0,3
4120,Indira Nagar,500.0,1.0,70.0,1
4121,Indira Nagar,1400.0,2.0,168.0,2
4122,Indira Nagar,2400.0,4.0,525.0,4
4124,Indira Nagar,1145.0,2.0,100.0,2
4125,Indira Nagar,1470.0,2.0,170.0,2
4126,Indira Nagar,2700.0,3.0,324.0,3
4127,Indira Nagar,850.0,1.0,57.0,1
4128,Indira Nagar,3250.0,8.0,600.0,8
4129,Indira Nagar,2601.0,4.0,312.0,3
4130,Indira Nagar,1260.0,2.0,100.0,2
4131,Indira Nagar,1740.0,3.0,191.0,3
4132,Indira Nagar,1650.0,3.0,220.0,3
4135,Indira Nagar,1440.0,3.0,275.0,3
4136,Indira Nagar,1475.0,2.0,171.0,2
4137,Indira Nagar,3200.0,4.0,440.0,4
4138,Indira Nagar,4000.0,4.0,700.0,4
4139,Indira Nagar,850.0,1.0,60.0,1
4140,Indira Nagar,2400.0,4.0,405.0,4
4141,Indira Nagar,1800.0,5.0,350.0,5
4144,Indira Nagar,1650.0,3.0,200.0,3
4145,Indira Nagar,2800.0,4.0,365.0,4
4146,Indira Nagar,1260.0,2.0,120.0,2
4147,Indira Nagar,1149.0,2.0,130.0,2
4149,Indira Nagar,2400.0,6.0,475.0,6
4150,Infantry Road,4000.0,5.0,680.0,5
4151,Ittamadu,1080.0,2.0,50.0,2
4152,Ittamadu,1600.0,3.0,100.0,3
4153,Ittamadu,1800.0,3.0,95.0,3
4154,Ittamadu,1475.0,3.0,75.0,3
4155,J C Nagar,1200.0,2.0,108.0,3
4156,JCR Layout,1180.0,2.0,42.0,2
4157,JCR Layout,1060.0,2.0,37.0,2
4158,JCR Layout,1160.0,2.0,40.53,2
4159,JP Nagar,1850.0,3.0,150.0,3
4160,JP Nagar,5520.0,2.0,375.0,5
4161,JP Nagar,1100.0,2.0,70.0,2
4162,JP Nagar,940.0,2.0,49.0,2
4164,JP Nagar,4624.5,4.0,314.5,4
4165,JP Nagar,1078.0,2.0,45.0,2
4166,JP Nagar,1050.0,1.0,44.0,1
4167,JP Nagar,1352.5,2.0,93.865,2
4168,JP Nagar,1200.0,2.0,62.0,2
4169,JP Nagar,1300.0,2.0,90.87,2
4170,JP Nagar,1315.0,2.0,85.4,3
4171,JP Nagar,1690.0,3.0,112.0,3
4176,JP Nagar,750.0,1.0,52.5,1
4177,JP Nagar,1200.0,2.0,78.0,2
4178,JP Nagar,1850.0,2.0,110.0,3
4179,JP Nagar,1100.0,2.0,45.0,2
4180,JP Nagar,1197.0,2.0,47.88,2
4181,JP Nagar,2700.0,4.0,160.0,7
4183,JP Nagar,820.0,2.0,45.0,2
4184,JP Nagar,1750.0,3.0,123.0,3
4185,JP Nagar,2195.0,2.0,152.0,3
4186,JP Nagar,3496.5,2.0,237.5,3
4190,JP Nagar,745.0,1.0,34.27,1
4191,JP Nagar,1800.0,6.0,68.0,6
4192,JP Nagar,1150.0,2.0,90.0,2
4194,JP Nagar,1960.0,3.0,138.0,3
4197,JP Nagar,1250.0,2.0,60.0,2
4198,JP Nagar,2400.0,3.0,196.0,3
4199,JP Nagar,1300.0,2.0,91.65,2
4200,JP Nagar,1107.0,2.0,57.0,2
4201,JP Nagar,1250.0,2.0,93.0,2
4202,JP Nagar,1500.0,2.0,108.0,3
4203,JP Nagar,1520.0,3.0,125.0,3
4204,JP Nagar,1405.0,2.0,99.0,2
4205,JP Nagar,1157.0,2.0,73.0,2
4207,JP Nagar,1048.0,2.0,44.0,2
4208,"JP Nagar 7th Phase, ",1150.0,2.0,74.0,2
4209,"JP Nagar 8th Phase, ",5000.0,5.0,250.0,4
4210,Jai Bheema Nagar,1470.0,2.0,70.0,3
4211,Jakkasandra Extension,990.0,2.0,58.0,2
4212,Jakkasandra Extension,1205.0,2.0,70.0,2
4213,Jakkasandra Extension,1000.0,2.0,63.0,2
4214,Jakkasandra Extension,950.0,2.0,57.0,2
4215,Jakkur,1417.0,2.0,75.0,2
4216,Jakkur,1590.0,2.0,125.0,3
4217,Jakkur,1279.0,2.0,77.0,2
4218,Jakkur,1710.0,3.0,107.0,3
4219,Jakkur,1396.0,2.0,86.51,3
4220,Jakkur,3467.86,6.0,249.0,4
4221,Jakkur,1865.0,3.0,124.0,3
4222,Jakkur,3181.0,2.0,260.5,4
4223,Jakkur,1760.0,3.0,139.0,3
4224,Jakkur,1290.0,2.0,100.0,2
4225,Jakkur,1452.19,2.0,100.0,2
4226,Jakkur,1798.0,3.0,120.0,3
4227,Jakkur,1300.0,2.0,85.0,2
4228,Jakkur,3181.0,4.0,260.5,4
4229,Jakkur,1950.0,3.0,131.0,3
4231,Jakkur,1230.0,2.0,76.0,2
4233,Jakkur,1290.0,2.0,80.0,2
4234,Jakkur,1760.0,3.0,110.0,3
4236,Jakkur,1483.0,2.0,98.0,2
4239,Jakkur,1650.0,3.0,111.0,3
4241,Jakkur,2423.0,4.0,160.0,3
4242,Jakkur,2197.0,3.0,136.0,3
4243,Jakkur,1125.0,2.0,65.0,2
4244,Jakkur,1230.0,2.0,79.0,2
4245,Jakkur,1202.0,2.0,79.0,2
4246,Jakkur,1858.0,3.0,123.0,3
4247,Jakkur,3181.0,2.0,229.0,4
4250,Jakkur,1785.0,3.0,130.0,3
4251,Jakkur,1080.0,2.0,60.0,2
4252,Jakkur,1260.0,2.0,71.195,2
4253,Jakkur,1816.0,3.0,119.0,3
4254,Jakkur,1424.0,2.0,80.0,2
4255,Jakkur,1290.0,2.0,85.0,2
4256,Jakkur,1300.0,2.0,80.0,2
4257,Jakkur,1290.0,2.0,80.04,2
4258,Jakkur,1282.0,2.0,72.0,2
4260,Jakkur,1660.0,3.0,104.0,3
4261,Jakkur,1291.0,2.0,75.0,2
4262,Jakkur,1473.0,2.0,85.0,2
4263,Jakkur,1660.0,3.0,104.0,3
4264,Jakkur,1950.0,3.0,131.0,3
4265,Jakkur,1432.0,2.0,85.0,2
4267,Jakkur,1710.0,3.0,110.0,3
4268,Jakkur Plantation,1765.0,3.0,105.0,3
4269,Jakkur Plantation,1717.0,3.0,120.0,3
4270,Jakkur Plantation,1800.0,4.0,115.0,3
4271,Jakkur Plantation,1719.0,3.0,110.0,3
4272,Jakkur Plantation,1368.0,2.0,87.0,2
4273,Jakkuru Layout,1340.0,2.0,55.7,2
4274,Jakkuru Layout,1200.0,2.0,54.0,2
4275,Jakkuru Layout,1200.0,2.0,54.0,2
4276,Jakkuru Layout,1200.0,2.0,54.0,2
4278,Jalahalli,2250.0,3.0,160.0,3
4279,Jalahalli,1694.0,2.0,125.0,2
4281,Jalahalli,1400.0,1.0,80.0,2
4282,Jalahalli,1045.0,2.0,76.77,2
4284,Jalahalli,2113.0,3.0,155.0,3
4285,Jalahalli,1932.0,4.0,135.0,3
4286,Jalahalli,1045.0,2.0,58.0,2
4287,Jalahalli,1200.0,4.0,90.0,4
4288,Jalahalli,1020.0,2.0,52.0,2
4289,Jalahalli,2384.0,4.0,165.0,3
4290,Jalahalli,790.0,2.0,49.5,2
4293,Jalahalli,1569.0,3.0,118.0,3
4294,Jalahalli,600.0,1.0,37.0,1
4295,Jalahalli,615.0,1.0,46.0,1
4297,Jalahalli,905.0,2.0,55.0,2
4298,Jalahalli,1000.0,2.0,70.0,2
4299,Jalahalli,615.0,1.0,46.0,1
4301,Jalahalli,1470.0,2.0,102.0,3
4302,Jalahalli,1244.0,2.0,88.0,2
4303,Jalahalli,1407.0,2.0,98.49,2
4304,Jalahalli,1200.0,2.0,66.0,1
4306,Jalahalli,1045.0,2.0,76.77,2
4308,Jalahalli,2086.0,3.0,160.0,3
4310,Jalahalli,1313.0,2.0,68.0,2
4313,Jalahalli East,750.0,1.0,40.0,1
4314,Jalahalli East,1260.0,2.0,60.0,3
4315,Jalahalli East,1020.0,2.0,58.0,2
4316,Jalahalli East,1300.0,2.0,63.0,3
4317,Jalahalli East,775.0,1.0,34.1,1
4318,Jalahalli East,1010.0,2.0,52.0,2
4319,Jalahalli East,1010.0,2.0,52.0,2
4320,Jalahalli West,469.0,1.0,25.0,1
4321,Jalahalli West,1250.0,2.0,62.0,2
4322,Jalahalli West,1355.0,2.0,75.0,2
4323,Jalahalli West,745.0,2.0,36.0,2
4324,Janatha Colony,1100.0,2.0,57.6,2
4325,Jaya Mahal layout,1650.0,3.0,175.0,3
4326,Jayamahal,1800.0,3.0,220.0,3
4327,Jayamahal,1175.0,2.0,70.0,2
4328,Jayamahal Extension,2250.0,4.0,400.0,4
4329,Jayanagar,3095.0,3.0,375.0,3
4330,Jayanagar,1875.0,2.0,235.0,3
4331,Jayanagar,900.0,2.0,110.0,2
4332,Jayanagar,1036.0,2.0,110.0,2
4333,Jayanti Nagar,1200.0,3.0,70.0,2
4334,Jayanti Nagar,760.0,2.0,37.49,2
4335,Jeevan bima nagar,1740.0,3.0,120.0,3
4336,Jeevan bima nagar,984.0,2.0,125.0,2
4338,Jigani,918.0,2.0,52.0,2
4339,Jigani,918.0,2.0,48.0,2
4341,Jigani,914.0,2.0,47.0,2
4342,Jigani,927.0,2.0,55.0,2
4343,Jigani,920.0,2.0,46.0,2
4344,Jigani,2400.0,4.0,130.0,3
4345,Jigani,918.0,2.0,45.0,2
4346,Jigani,918.0,2.0,63.2,2
4347,Jigani,933.0,2.0,43.0,2
4348,Jigani,918.0,2.0,55.0,2
4349,Jigani,2400.0,3.0,149.0,3
4350,Jigani,4303.5,2.0,226.0,4
4351,Jigani,937.0,2.0,44.0,2
4353,Jigani,923.0,2.0,50.0,2
4356,Jigani,1221.0,3.0,72.0,3
4357,Jigani,918.0,2.0,49.0,2
4359,Jigani,914.0,2.0,49.0,2
4360,Jigani,918.0,2.0,50.0,2
4361,Jigani,1200.0,3.0,65.0,3
4362,Jigani,914.0,2.0,55.0,2
4366,Jigani,1221.0,3.0,75.0,3
4367,Jigani,1252.0,3.0,70.0,3
4370,Jigani,939.0,2.0,39.0,2
4371,Jigani,1221.0,3.0,70.0,3
4374,Jigani,943.0,2.0,48.0,2
4375,Jigani,918.0,2.0,56.0,2
4378,Jigani,943.0,2.0,49.5,2
4379,Jinkethimmanahalli,1200.0,2.0,85.0,2
4380,Jnana Ganga Nagar,1230.0,2.0,70.0,2
4381,Jnana Ganga Nagar,1320.0,2.0,95.0,3
4382,Judicial Layout,1300.0,3.0,64.0,3
4383,Judicial Layout,2070.0,3.0,162.0,3
4384,Judicial Layout,1700.0,3.0,155.0,3
4385,Judicial Layout,1100.0,2.0,53.0,3
4386,Judicial Layout,1165.0,2.0,49.61,2
4387,Judicial Layout,5400.0,4.0,700.0,5
4388,Judicial Layout,1500.0,3.0,162.0,4
4389,Judicial Layout,900.0,2.0,40.0,2
4390,Judicial Layout,1989.0,4.0,155.0,3
4391,"Judicial Layout, Kanakapura Road, ",1300.0,3.0,64.0,3
4392,"Judicial Layout, Kanakapura Road, ",1100.0,3.0,53.0,3
4393,Jyothi Nagar,959.0,2.0,42.5,2
4394,KEB Colony,1040.0,2.0,36.84,2
4395,KEB Colony,1500.0,3.0,90.0,3
4396,KR Garden,925.0,2.0,63.0,2
4397,KR Garden,1200.0,2.0,135.0,2
4398,KR Garden,1050.0,2.0,65.0,2
4399,KR Layout,950.0,1.0,40.0,1
4400,KR Layout,1050.0,2.0,41.0,1
4401,KR Puram,1277.5,2.0,56.8,2
4402,KR Puram,930.0,2.0,39.0,2
4403,KR Puram,1155.0,2.0,42.74,2
4404,KR Puram,1225.0,2.0,46.55,2
4405,KR Puram,1100.0,2.0,47.0,2
4406,KR Puram,1200.0,2.0,71.0,2
4408,KR Puram,750.0,2.0,25.0,2
4410,KR Puram,1015.0,2.0,43.0,2
4411,KR Puram,1470.0,2.0,86.0,2
4412,KR Puram,714.0,1.0,28.0,1
4413,KR Puram,1142.0,2.0,51.0,2
4414,KR Puram,1115.0,2.0,33.45,2
4415,KR Puram,1021.0,2.0,48.0,2
4416,KR Puram,1559.0,3.0,69.315,3
4417,KR Puram,1035.0,2.0,40.5,2
4418,KR Puram,1550.0,2.0,71.0,2
4419,KR Puram,1192.5,2.0,51.22,2
4420,KR Puram,1100.0,2.0,46.0,2
4421,KR Puram,1290.0,2.0,49.02,2
4422,KR Puram,1100.0,2.0,43.0,2
4423,KR Puram,950.0,2.0,40.0,2
4424,KR Puram,1156.0,2.0,72.0,2
4425,KR Puram,1000.0,2.0,60.0,2
4428,KR Puram,1001.0,2.0,30.0,2
4429,KR Puram,750.0,2.0,40.0,2
4431,KR Puram,2000.0,6.0,85.0,6
4432,KR Puram,1000.0,2.0,44.5,2
4433,KR Puram,1200.0,2.0,47.0,2
4434,KR Puram,1200.0,1.0,65.0,2
4435,KR Puram,1583.0,2.0,70.445,3
4436,KR Puram,1076.0,2.0,67.0,2
4437,KR Puram,1140.0,2.0,43.32,2
4438,KR Puram,4300.0,6.0,175.0,6
4439,KR Puram,1200.0,2.0,42.0,2
4441,KR Puram,1040.0,2.0,50.0,2
4442,KR Puram,1200.0,4.0,83.0,4
4443,KR Puram,734.0,2.0,22.0,2
4444,KR Puram,1120.0,2.0,36.0,2
4445,KR Puram,1150.0,2.0,42.0,2
4446,KR Puram,4600.0,9.0,200.0,9
4447,KR Puram,1050.0,2.0,55.0,2
4448,KR Puram,1057.0,2.0,30.0,2
4449,KR Puram,1085.0,2.0,46.5,2
4450,KR Puram,1700.0,3.0,105.0,3
4451,KR Puram,1200.0,2.0,72.0,2
4452,KR Puram,3628.0,4.0,246.0,4
4453,KR Puram,2000.0,2.0,75.0,2
4454,KR Puram,1100.0,2.0,45.0,2
4455,KR Puram,1035.0,2.0,40.0,2
4456,KR Puram,1116.0,2.0,45.0,2
4457,KR Puram,1290.0,2.0,69.0,2
4458,KR Puram,1300.0,2.0,57.0,3
4459,KR Puram,866.28,2.0,36.38,2
4460,KR Puram,1096.0,2.0,43.0,2
4461,KR Puram,1204.0,2.0,58.0,2
4462,KR Puram,700.0,1.0,21.5,1
4463,KR Puram,1205.0,2.0,45.79,2
4464,KR Puram,1827.0,3.0,97.0,3
4465,KR Puram,1075.0,2.0,32.25,2
4467,KR Puram,1100.0,2.0,39.9,2
4468,KR Puram,2283.0,2.0,121.0,4
4469,KR Puram,2800.0,6.0,110.0,7
4470,KR Puram,1020.0,2.0,39.0,2
4471,KR Puram,1200.0,2.0,75.0,2
4472,KR Puram,1245.0,2.0,60.0,2
4473,KSRTC Layout,1200.0,2.0,62.5,2
4474,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4475,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4476,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4477,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4478,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4479,KUDLU MAIN ROAD,1464.0,2.0,56.0,2
4480,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4481,KUDLU MAIN ROAD,1464.0,3.0,56.0,3
4482,Kachanayakanahalli,861.0,2.0,35.0,2
4483,Kachanayakanahalli,827.0,2.0,34.0,2
4484,Kacharakanahalli,1256.0,2.0,60.0,2
4485,Kacharakanahalli,1850.0,3.0,98.0,3
4486,Kacharakanahalli,1400.0,3.0,69.0,3
4487,Kacharakanahalli,1256.0,2.0,60.0,2
4488,Kada Agrahara,1115.0,2.0,40.0,2
4489,Kada Agrahara,909.0,2.0,40.0,3
4490,Kada Agrahara,935.0,2.0,35.0,2
4491,Kadabagere,675.0,1.0,15.0,2
4492,Kadabagere,520.0,2.0,29.0,1
4493,Kadubeesanahalli,1665.0,3.0,70.0,3
4494,Kadubeesanahalli,1532.0,3.0,115.0,3
4495,Kadubeesanahalli,1545.0,2.0,66.0,3
4496,Kadubeesanahalli,1424.0,2.0,75.0,3
4497,Kadubeesanahalli,1257.0,2.0,93.0,2
4498,Kadubeesanahalli,1365.0,3.0,80.0,3
4499,Kadubeesanahalli,1257.0,2.0,105.0,2
4500,Kadubeesanahalli,1184.0,2.0,55.0,2
4501,Kadubeesanahalli,1185.0,2.0,55.0,2
4502,Kadubeesanahalli,1140.0,2.0,78.0,2
4504,Kadugodi,1762.0,3.0,91.45,3
4505,Kadugodi,1198.0,2.0,58.0,2
4507,Kadugodi,1890.0,4.0,127.0,3
4508,Kadugodi,3750.0,4.0,210.0,4
4509,Kadugodi,1762.0,3.0,110.0,3
4510,Kadugodi,1900.0,3.0,108.0,3
4511,Kadugodi,1314.0,2.0,68.2,2
4512,Kadugodi,1645.0,2.0,82.0,3
4513,Kadugodi,1100.0,2.0,45.0,2
4515,Kadugodi,1314.0,2.0,78.0,2
4516,Kadugodi,1762.0,3.0,112.0,3
4517,Kadugodi,1314.0,2.0,83.0,2
4518,Kadugodi,925.0,1.0,40.7,1
4519,Kadugodi,1351.0,2.0,78.0,3
4520,Kadugodi,1010.0,2.0,50.0,2
4521,Kadugodi,1890.0,4.0,125.0,3
4522,Kadugodi,1152.0,2.0,61.0,2
4523,Kadugodi,1394.0,2.0,56.0,2
4524,Kadugodi,1762.0,3.0,112.0,3
4525,Kadugodi,1890.0,4.0,125.0,3
4529,Kadugodi,1088.0,2.0,44.0,2
4530,Kadugodi,1875.0,2.0,110.0,3
4531,Kadugodi,1150.0,2.0,42.0,2
4532,Kadugodi,1762.0,3.0,109.0,3
4533,Kadugodi,1314.0,2.0,80.0,2
4534,Kadugodi,1196.0,2.0,60.0,2
4535,Kadugondanahalli,800.0,1.0,45.0,2
4536,Kaggadasapura,1280.0,2.0,56.0,3
4537,Kaggadasapura,1275.0,2.0,52.0,2
4538,Kaggadasapura,2150.0,4.0,100.0,4
4539,Kaggadasapura,1150.0,2.0,42.0,2
4540,Kaggadasapura,1110.0,2.0,53.0,2
4541,Kaggadasapura,1060.0,2.0,48.0,2
4543,Kaggadasapura,1063.0,2.0,42.0,2
4544,Kaggadasapura,1470.0,2.0,75.0,3
4546,Kaggadasapura,1050.0,2.0,48.0,2
4547,Kaggadasapura,1132.0,2.0,42.0,2
4548,Kaggadasapura,1100.0,2.0,58.0,2
4549,Kaggadasapura,1325.0,2.0,50.0,2
4550,Kaggadasapura,1200.0,2.0,53.0,2
4551,Kaggadasapura,1035.0,2.0,45.5,2
4552,Kaggadasapura,1180.0,1.0,50.0,2
4553,Kaggadasapura,1140.0,2.0,46.0,2
4554,Kaggadasapura,1340.0,3.0,66.0,3
4556,Kaggadasapura,1500.0,3.0,75.0,3
4557,Kaggadasapura,1215.0,2.0,43.0,2
4558,Kaggadasapura,1225.0,2.0,48.0,2
4560,Kaggadasapura,1540.0,3.0,75.0,3
4561,Kaggadasapura,1240.0,2.0,45.0,2
4562,Kaggadasapura,1560.0,2.0,72.0,3
4563,Kaggadasapura,1240.0,2.0,58.58,2
4564,Kaggadasapura,1000.0,2.0,43.0,2
4565,Kaggadasapura,1225.0,2.0,48.0,2
4566,Kaggadasapura,2500.0,5.0,120.0,3
4567,Kaggadasapura,960.0,2.0,45.0,2
4568,Kaggadasapura,775.0,2.0,29.5,2
4570,Kaggadasapura,1455.0,3.0,75.0,3
4571,Kaggadasapura,1045.0,2.0,55.0,2
4573,Kaggadasapura,1654.0,3.0,70.0,3
4575,Kaggadasapura,1106.0,2.0,40.0,2
